Datum,Gemeentenaam,Provincienaam,Aantal,Provincie_aantal,Aantal_yes,Provincie_aantal_yes,Datum_yes2,Aantal_y,Provincie_aantal_yes2,Aantal_yes3,Provincie_aantal_yes3,outbreak_days,high_temp_degree,low_temp_degree,hist_Gemiddeld_degree_low,hist_Gemiddeld_degree_high,Gemeenten2016_Bevolking,Gemeenten2016_Beweegrichtlijnen,Gemeenten2016_Eenzaam,Gemeenten2016_Ernstig_zeerernstigeenzaam,Gemeenten2016_Ernstigehinderspoorwegen,Gemeenten2016_Ernstigehindervliegtuigen,Gemeenten2016_Ernstigehinderwegenless_than_50km_u,Gemeenten2016_Ernstigehinderwegenmore_than_50km_u,Gemeenten2016_Gehoorbeperking,Gemeenten2016_Gezichtsbeperking,Gemeenten2016_Goed_zeergoedervarengezondheid,Gemeenten2016_Hoogrisicoopangstofdepressie,Gemeenten2016_Langdurigeziekteofaandoening,Gemeenten2016_Mantelzorger,Gemeenten2016_Mantelzorgontvangenafg12mnd_65above,Gemeenten2016_Matig_hoogrisicoopangstofdepressie,Gemeenten2016_Matig_veelregieovereigenleven,Gemeenten2016_Minstenseenbeperking,Gemeenten2016_Mobiliteitsbeperking,Gemeenten2016_Obesitas,Gemeenten2016_Overgewicht,Gemeenten2016_Roker,Gemeenten2016_Sporter,Gemeenten2016_Voldoetaanalcoholrichtlijn,Gemeenten2016_Vrijwilligerswerk,record_count,doc_record_count
2020-04-10,scherpenzeel,gelderland,14,69886,13.0,69886.0,2020-04-08 00:00:00,13.0,69886.0,0.0,0.0,43,18,4,4,12,9529,50,36,7,1,1,2,2,4,5,79,5,30,15,15,42,92,13,8,15,51,18,49,46,39,30,37
2020-04-10,tiel,gelderland,53,69886,50.0,69886.0,2020-04-08 00:00:00,46.0,69886.0,0.0,0.0,43,18,4,4,12,41510,46,47,11,2,2,5,3,6,7,73,9,36,14,18,51,89,19,12,17,54,24,44,48,25,147,280
2020-04-10,voorst,gelderland,40,69886,37.0,69886.0,2020-04-08 00:00:00,34.0,69886.0,0.0,0.0,43,18,4,4,12,23984,51,38,7,2,3,6,5,5,5,77,5,36,17,15,43,90,15,9,14,53,17,54,37,36,77,85
2020-04-10,wageningen,gelderland,23,69886,20.0,69886.0,2020-04-08 00:00:00,17.0,69886.0,0.0,0.0,43,18,4,4,12,37837,61,46,11,1,3,4,1,5,5,78,8,33,12,18,52,91,13,8,11,37,20,60,43,34,112,125
2020-04-10,westervoort,gelderland,14,69886,13.0,69886.0,2020-04-08 00:00:00,11.0,69886.0,0.0,0.0,43,18,4,4,12,15001,50,43,11,2,1,2,1,5,6,76,7,36,15,14,47,90,15,9,17,53,22,51,42,28,30,40
2020-04-10,winterswijk,gelderland,13,69886,10.0,69886.0,2020-04-08 00:00:00,9.0,69886.0,0.0,0.0,43,19,7,4,11,28939,53,40,9,1,0,2,2,6,6,75,7,37,16,17,46,90,17,11,15,52,20,51,37,36,104,557
2020-04-10,wijchen,gelderland,73,69886,69.0,69886.0,2020-04-08 00:00:00,64.0,69886.0,0.0,0.0,43,19,4,4,13,40814,52,43,9,0,1,3,3,5,5,76,6,35,16,15,47,91,16,10,15,53,19,52,37,32,122,165
2020-04-10,zaltbommel,gelderland,33,69886,30.0,69886.0,2020-04-08 00:00:00,29.0,69886.0,0.0,0.0,43,18,4,4,12,27543,45,41,9,3,5,3,5,5,5,76,6,32,15,16,46,90,16,10,15,53,20,42,46,34,81,92
2020-04-10,zevenaar,gelderland,47,69886,42.0,69886.0,2020-04-08 00:00:00,41.0,69886.0,0.0,0.0,43,18,4,4,12,32269,52,41,9,2,2,5,2,5,6,75,6,37,15,14,46,91,17,10,17,54,20,51,38,30,134,158
2020-04-10,zutphen,gelderland,42,69886,34.0,69886.0,2020-04-08 00:00:00,33.0,69886.0,0.0,0.0,43,18,4,4,12,46997,54,43,11,3,1,3,1,6,6,74,8,39,16,15,47,89,16,10,16,51,22,51,42,32,216,314
2020-04-10,nunspeet,gelderland,87,69886,87.0,69886.0,2020-04-08 00:00:00,84.0,69886.0,0.0,0.0,43,18,4,4,12,26835,49,38,8,1,2,4,2,5,5,78,5,35,16,18,43,90,14,9,14,51,18,47,48,39,101,90
2020-04-10,dronten,flevoland,42,9230,39.0,9230.0,2020-04-08 00:00:00,37.0,9230.0,0.0,0.0,43,18,4,4,12,40592,45,42,9,3,3,1,1,5,4,76,6,34,14,14,41,90,13,8,14,48,20,46,46,35,98,109
2020-04-10,amersfoort,utrecht,105,43217,103.0,43217.0,2020-04-08 00:00:00,100.0,43217.0,0.0,0.0,43,18,4,4,12,153602,53,43,10,1,2,8,4,4,6,76,7,33,14,18,45,90,14,10,13,46,21,54,41,31,659,1051
2020-04-10,baarn,utrecht,23,43217,21.0,43217.0,2020-04-08 00:00:00,20.0,43217.0,0.0,0.0,43,18,4,4,12,24521,50,43,10,1,1,5,5,5,6,75,6,36,16,18,42,89,16,11,13,46,20,51,39,32,120,105
2020-04-10,de bilt,utrecht,72,43217,69.0,43217.0,2020-04-08 00:00:00,68.0,43217.0,0.0,0.0,43,18,4,4,12,42375,53,42,9,2,2,6,5,4,5,76,5,34,16,17,41,90,15,10,12,43,18,56,38,34,204,340
2020-04-10,bunnik,utrecht,19,43217,18.0,43217.0,2020-04-08 00:00:00,18.0,43217.0,0.0,0.0,43,18,4,4,12,14773,57,38,7,1,1,3,2,4,4,80,4,31,17,14,38,92,12,7,12,44,15,59,37,38,67,69
2020-04-10,bunschoten,utrecht,22,43217,20.0,43217.0,2020-04-08 00:00:00,19.0,43217.0,0.0,0.0,43,18,4,4,12,20823,53,37,7,0,1,5,1,4,4,79,4,29,15,18,40,91,12,8,16,52,19,49,36,39,44,56
2020-04-10,eemnes,utrecht,8,43217,7.0,43217.0,2020-04-08 00:00:00,7.0,43217.0,0.0,0.0,43,18,4,4,12,8877,51,39,7,1,3,6,8,3,4,80,4,32,15,12,38,92,12,7,12,48,18,54,32,35,22,23
2020-04-10,houten,utrecht,73,43217,71.0,43217.0,2020-04-08 00:00:00,71.0,43217.0,0.0,0.0,43,18,4,4,12,48765,55,38,8,4,0,2,2,3,4,80,5,31,16,15,40,93,11,7,13,46,16,59,40,34,159,182
2020-04-10,leusden,utrecht,29,43217,29.0,43217.0,2020-04-08 00:00:00,29.0,43217.0,0.0,0.0,43,18,4,4,12,29309,53,39,8,0,0,3,2,4,4,79,4,33,16,14,38,93,12,8,12,46,18,56,38,36,82,130
2020-04-10,lopik,utrecht,28,43217,26.0,43217.0,2020-04-08 00:00:00,25.0,43217.0,0.0,0.0,43,18,4,4,12,14156,47,40,7,0,1,5,4,4,4,78,5,30,17,16,42,90,13,8,14,50,18,45,41,39,27,29
2020-04-10,montfoort,utrecht,29,43217,29.0,43217.0,2020-04-08 00:00:00,28.0,43217.0,0.0,0.0,43,18,4,4,12,13783,54,37,7,0,2,3,4,4,4,80,4,30,15,13,38,92,11,7,13,49,17,52,38,40,28,32
2020-04-10,renswoude,utrecht,9,43217,9.0,43217.0,2020-04-08 00:00:00,8.0,43217.0,0.0,0.0,43,18,4,4,12,5051,51,33,6,0,1,3,2,3,4,82,3,27,15,13,37,93,10,6,14,49,18,45,43,42,12,10
2020-04-10,rhenen,utrecht,12,43217,12.0,43217.0,2020-04-08 00:00:00,12.0,43217.0,0.0,0.0,43,18,4,4,12,19400,46,41,8,1,1,4,3,5,5,77,6,34,15,15,44,90,15,10,15,51,19,46,45,35,45,42
2020-04-10,soest,utrecht,54,43217,54.0,43217.0,2020-04-08 00:00:00,53.0,43217.0,0.0,0.0,43,18,4,4,12,45487,50,43,9,1,2,5,2,4,6,75,6,35,16,15,42,90,15,11,12,47,20,51,41,31,147,189
2020-04-10,utrecht,utrecht,496,43217,480.0,43217.0,2020-04-08 00:00:00,470.0,43217.0,0.0,0.0,43,18,4,4,12,338967,57,44,12,2,2,10,6,4,6,75,9,31,10,17,52,89,14,10,12,40,24,58,39,26,1261,2774
2020-04-10,veenendaal,utrecht,63,43217,58.0,43217.0,2020-04-08 00:00:00,54.0,43217.0,0.0,0.0,43,18,4,4,12,63816,51,42,9,1,1,4,2,5,6,75,7,35,16,18,46,89,16,11,17,52,20,49,51,35,193,214
2020-04-10,woudenberg,utrecht,19,43217,18.0,43217.0,2020-04-08 00:00:00,18.0,43217.0,0.0,0.0,43,18,4,4,12,12550,51,39,7,0,1,5,2,4,4,79,5,31,16,17,40,91,13,8,13,49,17,46,46,41,38,57
2020-04-10,wijk bij duurstede,utrecht,16,43217,16.0,43217.0,2020-04-08 00:00:00,15.0,43217.0,0.0,0.0,43,18,4,4,12,23384,53,38,7,0,1,3,3,4,4,79,4,33,16,15,41,92,12,7,14,51,21,51,38,31,62,77
2020-04-10,ijsselstein,utrecht,61,43217,57.0,43217.0,2020-04-08 00:00:00,53.0,43217.0,0.0,0.0,43,18,4,4,12,34101,50,44,9,0,1,4,2,4,6,74,7,34,16,18,44,90,15,10,15,51,19,50,43,31,95,126
2020-04-10,zeist,utrecht,82,43217,78.0,43217.0,2020-04-08 00:00:00,76.0,43217.0,0.0,0.0,43,18,4,4,12,62258,53,45,11,1,2,6,3,5,6,75,7,35,15,18,44,89,16,11,14,45,20,54,43,32,351,611
2020-04-10,nieuwegein,utrecht,59,43217,59.0,43217.0,2020-04-08 00:00:00,58.0,43217.0,0.0,0.0,43,18,4,4,12,61749,49,46,11,0,1,7,5,4,6,73,7,36,15,12,46,89,15,10,17,52,21,50,44,26,193,501
2020-04-10,aalsmeer,noord-holland,27,83056,25.0,83056.0,2020-04-08 00:00:00,24.0,83056.0,0.0,0.0,43,16,5,6,11,31299,52,39,8,1,38,9,2,3,4,80,4,31,13,13,39,92,11,7,13,49,18,57,36,31,69,105
2020-04-10,alkmaar,noord-holland,142,83056,130.0,83056.0,2020-04-08 00:00:00,116.0,83056.0,0.0,0.0,43,16,5,6,11,107615,55,45,11,2,6,6,5,4,6,75,7,35,14,14,40,90,15,9,13,47,23,52,38,25,395,961
2020-04-10,amstelveen,noord-holland,179,83056,166.0,83056.0,2020-04-08 00:00:00,155.0,83056.0,0.0,0.0,43,16,5,6,11,88602,52,46,11,1,20,6,4,4,5,78,6,33,12,14,41,91,13,9,11,44,19,56,43,25,334,574
2020-04-10,amsterdam,noord-holland,1071,83056,990.0,83056.0,2020-04-08 00:00:00,939.0,83056.0,0.0,0.0,43,16,5,6,11,833624,56,49,13,2,7,10,6,4,7,74,9,33,9,14,50,89,16,11,13,42,28,53,41,21,2900,6680
2020-04-10,beemster,noord-holland,8,83056,8.0,83056.0,2020-04-08 00:00:00,7.0,83056.0,0.0,0.0,43,16,5,6,11,8958,52,36,7,0,6,6,4,4,5,80,4,32,15,14,35,93,13,7,12,49,17,53,35,30,25,24
2020-04-10,bergen (nh.),noord-holland,40,83056,38.0,83056.0,2020-04-08 00:00:00,37.0,83056.0,0.0,0.0,43,13,6,5,11,29943,55,41,8,0,14,3,2,5,6,76,4,36,16,13,34,91,15,10,10,44,17,53,35,31,96,119
2020-04-10,beverwijk,noord-holland,52,83056,50.0,83056.0,2020-04-08 00:00:00,47.0,83056.0,0.0,0.0,43,16,5,6,11,40318,51,45,11,2,9,6,3,5,7,75,7,35,13,15,44,89,17,11,16,53,23,49,41,21,109,266
2020-04-10,blaricum,noord-holland,13,83056,11.0,83056.0,2020-04-08 00:00:00,11.0,83056.0,0.0,0.0,43,18,4,4,12,9622,50,38,8,0,1,6,6,4,4,79,5,33,15,10,37,91,12,8,10,44,16,56,34,32,50,89
2020-04-10,bloemendaal,noord-holland,35,83056,34.0,83056.0,2020-04-08 00:00:00,33.0,83056.0,0.0,0.0,43,16,5,6,11,22296,55,37,8,3,3,5,2,4,5,81,4,33,15,13,37,92,12,8,9,41,16,62,32,31,82,85
2020-04-10,castricum,noord-holland,50,83056,48.0,83056.0,2020-04-08 00:00:00,47.0,83056.0,0.0,0.0,43,16,5,6,11,34604,58,38,8,1,24,7,2,4,5,78,4,33,15,13,35,92,13,8,10,43,16,57,35,30,120,134
2020-04-10,diemen,noord-holland,19,83056,17.0,83056.0,2020-04-08 00:00:00,17.0,83056.0,0.0,0.0,43,16,5,6,11,26840,52,46,12,3,4,6,3,4,6,76,7,33,11,13,46,90,15,10,13,46,24,52,42,24,63,97
2020-04-10,edam-volendam,noord-holland,37,83056,33.0,83056.0,2020-04-08 00:00:00,31.0,83056.0,0.0,0.0,43,16,5,6,11,35465,54,36,6,1,2,4,2,4,5,79,5,32,14,13,38,92,12,7,12,47,18,53,32,25,85,112
2020-04-10,enkhuizen,noord-holland,24,83056,24.0,83056.0,2020-04-08 00:00:00,23.0,83056.0,0.0,0.0,43,13,6,5,11,18455,53,44,10,0,1,7,1,4,5,75,6,35,14,13,38,90,15,9,14,49,22,47,34,28,58,63
2020-04-10,haarlem,noord-holland,201,83056,188.0,83056.0,2020-04-08 00:00:00,180.0,83056.0,0.0,0.0,43,16,5,6,11,158140,54,44,11,2,3,6,3,4,6,77,7,33,12,13,46,90,14,10,12,44,23,55,36,24,613,915
2020-04-10,haarlemmermeer,noord-holland,142,83056,138.0,83056.0,2020-04-08 00:00:00,132.0,83056.0,0.0,0.0,43,16,5,6,11,144518,50,42,9,1,15,3,2,3,5,79,5,32,13,11,41,92,12,7,14,51,20,55,41,25,445,683
2020-04-10,heemskerk,noord-holland,63,83056,62.0,83056.0,2020-04-08 00:00:00,60.0,83056.0,0.0,0.0,43,16,5,6,11,39299,54,41,10,1,7,3,2,4,6,77,6,34,14,15,41,90,16,10,15,50,19,54,39,25,99,112
2020-04-10,heemstede,noord-holland,76,83056,76.0,83056.0,2020-04-08 00:00:00,74.0,83056.0,0.0,0.0,43,16,5,6,11,26766,54,39,8,1,6,5,2,4,5,79,5,34,15,13,40,91,13,9,10,43,17,63,33,29,134,204
2020-04-10,heerhugowaard,noord-holland,65,83056,61.0,83056.0,2020-04-08 00:00:00,53.0,83056.0,0.0,0.0,43,13,6,5,11,53927,53,43,9,2,4,7,4,4,5,77,6,33,14,12,38,91,13,8,14,50,21,52,36,26,171,275
2020-04-10,heiloo,noord-holland,28,83056,27.0,83056.0,2020-04-08 00:00:00,24.0,83056.0,0.0,0.0,43,16,5,6,11,22689,57,40,8,2,35,5,4,4,5,77,5,34,15,13,35,91,14,9,10,43,16,59,36,32,71,110
2020-04-10,den helder,noord-holland,20,83056,18.0,83056.0,2020-04-08 00:00:00,18.0,83056.0,0.0,0.0,43,13,6,5,11,56275,49,45,11,1,2,6,2,5,6,72,7,38,14,15,40,88,17,12,18,56,25,43,43,23,173,280
2020-04-10,hilversum,noord-holland,53,83056,45.0,83056.0,2020-04-08 00:00:00,45.0,83056.0,0.0,0.0,43,18,4,4,12,87830,52,42,9,3,3,6,2,4,6,74,7,34,13,14,43,90,15,10,12,44,20,52,40,27,374,877
2020-04-10,hoorn,noord-holland,47,83056,45.0,83056.0,2020-04-08 00:00:00,45.0,83056.0,0.0,0.0,43,13,6,5,11,72172,54,45,10,2,4,7,4,4,6,75,7,35,13,13,40,90,15,9,15,50,22,52,38,24,229,483
2020-04-10,huizen,noord-holland,39,83056,35.0,83056.0,2020-04-08 00:00:00,32.0,83056.0,0.0,0.0,43,18,4,4,12,41373,48,39,9,0,0,3,1,4,5,76,6,35,14,13,41,90,14,9,12,48,18,52,39,30,149,148
2020-04-10,landsmeer,noord-holland,17,83056,17.0,83056.0,2020-04-08 00:00:00,16.0,83056.0,0.0,0.0,43,16,5,6,11,10977,53,38,8,0,10,6,5,4,6,78,5,33,15,14,40,91,13,8,13,49,20,53,34,25,37,44
2020-04-10,langedijk,noord-holland,30,83056,29.0,83056.0,2020-04-08 00:00:00,28.0,83056.0,0.0,0.0,43,13,6,5,11,27447,56,39,8,0,5,7,3,4,4,79,5,32,15,12,34,92,12,7,12,48,19,56,33,31,70,83
2020-04-10,laren,noord-holland,20,83056,18.0,83056.0,2020-04-08 00:00:00,17.0,83056.0,0.0,0.0,43,18,4,4,12,10956,51,39,7,0,4,3,7,5,6,78,4,34,15,13,37,91,15,10,9,43,16,56,30,33,48,63
2020-04-10,medemblik,noord-holland,45,83056,37.0,83056.0,2020-04-08 00:00:00,36.0,83056.0,0.0,0.0,43,13,6,5,11,43725,52,40,8,0,1,6,3,4,5,78,5,32,14,12,35,92,13,8,13,50,19,49,33,33,117,126
2020-04-10,oostzaan,noord-holland,17,83056,17.0,83056.0,2020-04-08 00:00:00,17.0,83056.0,0.0,0.0,43,16,5,6,11,9504,53,37,7,1,9,8,7,4,5,78,5,32,15,14,39,91,13,8,13,51,19,54,35,24,21,27
2020-04-10,opmeer,noord-holland,4,83056,4.0,83056.0,2020-04-08 00:00:00,4.0,83056.0,0.0,0.0,43,13,6,5,11,11336,53,39,7,0,1,5,4,4,4,79,4,31,15,12,33,92,12,7,12,47,18,53,32,34,30,23
2020-04-10,ouder-amstel,noord-holland,19,83056,17.0,83056.0,2020-04-08 00:00:00,16.0,83056.0,0.0,0.0,43,16,5,6,11,13411,53,41,9,1,11,4,6,4,5,79,5,33,14,12,39,92,12,8,11,45,18,56,36,30,51,100
2020-04-10,purmerend,noord-holland,123,83056,119.0,83056.0,2020-04-08 00:00:00,114.0,83056.0,0.0,0.0,43,16,5,6,11,79889,51,43,10,1,2,7,3,5,7,73,8,37,13,17,45,89,17,11,16,55,22,47,43,19,235,420
2020-04-10,schagen,noord-holland,50,83056,47.0,83056.0,2020-04-08 00:00:00,43.0,83056.0,0.0,0.0,43,13,6,5,11,46159,53,40,8,1,1,5,2,4,5,77,5,33,15,12,34,92,13,8,13,48,19,52,34,30,165,176
2020-04-10,texel,noord-holland,9,83056,8.0,83056.0,2020-04-08 00:00:00,8.0,83056.0,0.0,0.0,43,13,6,5,11,13574,56,42,9,0,1,2,3,4,5,77,5,35,15,14,33,91,14,9,12,47,21,44,39,31,46,59
2020-04-10,uitgeest,noord-holland,14,83056,14.0,83056.0,2020-04-08 00:00:00,14.0,83056.0,0.0,0.0,43,16,5,6,11,13360,55,36,7,2,20,3,2,3,4,82,4,29,14,12,34,93,10,6,11,46,17,58,31,30,25,33
2020-04-10,uithoorn,noord-holland,28,83056,27.0,83056.0,2020-04-08 00:00:00,26.0,83056.0,0.0,0.0,43,16,5,6,11,29181,51,42,9,0,39,8,3,4,5,79,5,33,14,11,40,91,12,8,15,49,18,56,38,29,106,112
2020-04-10,velsen,noord-holland,156,83056,140.0,83056.0,2020-04-08 00:00:00,127.0,83056.0,0.0,0.0,43,16,5,6,11,67448,49,41,10,1,6,6,4,4,6,76,6,34,14,14,43,90,15,10,15,52,22,51,37,24,199,299
2020-04-10,weesp,noord-holland,25,83056,25.0,83056.0,2020-04-08 00:00:00,22.0,83056.0,0.0,0.0,43,16,5,6,11,18572,50,41,9,1,3,3,2,4,5,74,6,34,13,13,42,90,15,11,13,48,20,53,40,29,58,76
2020-04-10,zandvoort,noord-holland,26,83056,26.0,83056.0,2020-04-08 00:00:00,24.0,83056.0,0.0,0.0,43,16,5,6,11,16792,49,43,11,1,2,4,2,5,7,75,6,36,14,14,45,88,16,11,12,48,24,49,36,22,43,51
2020-04-10,zaanstad,noord-holland,191,83056,183.0,83056.0,2020-04-08 00:00:00,172.0,83056.0,0.0,0.0,43,16,5,6,11,152466,52,44,11,2,13,8,5,5,7,74,8,36,13,15,45,89,17,11,16,52,25,48,43,22,412,642
2020-04-10,alblasserdam,zuid-holland,21,109279,18.0,109279.0,2020-04-08 00:00:00,16.0,109279.0,0.0,0.0,43,18,5,4,11,19955,42,42,9,0,2,7,5,5,5,77,6,32,15,15,41,89,15,10,15,53,19,43,52,33,45,77
2020-04-10,alphen aan den rijn,zuid-holland,85,109279,82.0,109279.0,2020-04-08 00:00:00,78.0,109279.0,0.0,0.0,43,16,5,6,11,107960,52,42,9,1,5,5,3,5,5,77,6,35,14,14,48,89,15,9,14,51,20,50,41,30,288,400
2020-04-10,barendrecht,zuid-holland,60,109279,57.0,109279.0,2020-04-08 00:00:00,56.0,109279.0,0.0,0.0,43,18,5,4,11,47861,47,41,8,1,2,2,2,4,5,79,5,32,14,12,41,91,12,8,15,52,19,49,47,24,150,173
2020-04-10,drechterland,noord-holland,28,83056,26.0,83056.0,2020-04-08 00:00:00,26.0,83056.0,0.0,0.0,43,13,6,5,11,19400,54,38,7,2,1,6,4,4,4,79,4,31,15,11,33,92,12,7,12,49,18,53,32,33,54,45
2020-04-10,brielle,zuid-holland,22,109279,21.0,109279.0,2020-04-08 00:00:00,20.0,109279.0,0.0,0.0,43,18,5,4,11,16640,49,40,8,1,1,2,3,4,4,76,5,36,14,12,40,90,13,9,17,54,20,51,42,28,46,41
2020-04-10,capelle aan den ijssel,zuid-holland,130,109279,126.0,109279.0,2020-04-08 00:00:00,115.0,109279.0,0.0,0.0,43,18,5,4,11,66486,46,47,12,2,1,3,2,5,7,73,8,37,14,14,47,88,17,12,16,53,22,47,47,24,245,376
2020-04-10,delft,zuid-holland,74,109279,68.0,109279.0,2020-04-08 00:00:00,62.0,109279.0,0.0,0.0,43,18,5,4,11,101034,60,51,13,0,1,4,3,3,5,76,8,34,11,13,50,90,14,10,12,45,22,56,42,26,282,664
2020-04-10,dordrecht,zuid-holland,134,109279,124.0,109279.0,2020-04-08 00:00:00,112.0,109279.0,0.0,0.0,43,18,5,4,11,118801,45,48,12,2,1,6,4,5,6,72,8,35,14,16,45,87,17,12,17,54,24,41,50,28,396,733
2020-04-10,gorinchem,zuid-holland,95,109279,88.0,109279.0,2020-04-08 00:00:00,82.0,109279.0,0.0,0.0,43,20,5,4,13,35260,45,47,11,2,1,6,4,5,6,72,8,35,14,17,46,88,17,12,17,54,23,45,49,30,156,238
2020-04-10,gouda,zuid-holland,112,109279,99.0,109279.0,2020-04-08 00:00:00,94.0,109279.0,0.0,0.0,43,18,5,4,11,71189,52,46,11,1,4,5,4,6,6,74,8,38,14,16,53,86,18,12,15,50,21,47,49,26,280,436
2020-04-10,'s-gravenhage,zuid-holland,506,109279,472.0,109279.0,2020-04-08 00:00:00,440.0,109279.0,0.0,0.0,43,18,5,4,11,519988,51,53,16,2,2,5,3,5,9,70,12,38,11,13,52,86,20,14,15,49,26,47,49,21,1547,2324
2020-04-10,hardinxveld-giessendam,zuid-holland,22,109279,18.0,109279.0,2020-04-08 00:00:00,17.0,109279.0,0.0,0.0,43,20,5,4,13,17774,44,39,8,3,1,5,3,4,4,79,5,30,16,17,40,90,13,9,15,51,18,43,51,39,44,52
2020-04-10,hellevoetsluis,zuid-holland,40,109279,39.0,109279.0,2020-04-08 00:00:00,35.0,109279.0,0.0,0.0,43,18,5,4,11,38634,47,45,10,0,2,5,3,4,5,74,6,38,13,12,45,89,15,10,17,55,23,47,45,24,103,372
2020-04-10,hendrik-ido-ambacht,zuid-holland,19,109279,17.0,109279.0,2020-04-08 00:00:00,15.0,109279.0,0.0,0.0,43,18,5,4,11,29408,44,39,8,1,1,7,4,4,4,80,5,31,15,13,39,91,12,8,14,52,19,47,47,32,79,76
2020-04-10,stede broec,noord-holland,34,83056,30.0,83056.0,2020-04-08 00:00:00,30.0,83056.0,0.0,0.0,43,13,6,5,11,21493,55,41,8,1,1,6,4,4,5,77,5,34,14,12,36,91,13,8,13,50,19,51,33,30,48,69
2020-04-10,hillegom,zuid-holland,16,109279,16.0,109279.0,2020-04-08 00:00:00,16.0,109279.0,0.0,0.0,43,16,5,6,11,21089,53,41,10,1,6,7,4,5,5,78,6,35,14,14,48,90,15,9,13,50,19,55,37,28,68,72
2020-04-10,katwijk,zuid-holland,65,109279,62.0,109279.0,2020-04-08 00:00:00,52.0,109279.0,0.0,0.0,43,18,5,4,11,64239,54,41,9,0,5,4,2,5,5,79,6,34,15,14,51,89,16,9,15,54,19,47,41,30,159,171
2020-04-10,krimpen aan den ijssel,zuid-holland,33,109279,33.0,109279.0,2020-04-08 00:00:00,31.0,109279.0,0.0,0.0,43,18,5,4,11,29054,45,42,9,0,0,3,1,5,5,76,6,36,16,13,43,89,15,10,15,54,18,46,47,27,53,60
2020-04-10,leiden,zuid-holland,81,109279,78.0,109279.0,2020-04-08 00:00:00,73.0,109279.0,0.0,0.0,43,18,5,4,11,122561,60,46,13,1,4,7,2,5,6,77,9,35,12,15,56,89,15,9,12,42,23,54,38,26,436,1227
2020-04-10,leiderdorp,zuid-holland,15,109279,14.0,109279.0,2020-04-08 00:00:00,13.0,109279.0,0.0,0.0,43,18,5,4,11,26968,54,43,10,1,5,10,4,5,6,77,7,37,15,13,47,90,16,10,13,51,18,54,41,29,93,231
2020-04-10,lisse,zuid-holland,12,109279,12.0,109279.0,2020-04-08 00:00:00,12.0,109279.0,0.0,0.0,43,16,5,6,11,22606,51,39,9,2,11,4,2,5,5,79,5,35,15,12,47,91,16,9,12,50,18,54,35,31,65,67
2020-04-10,maassluis,zuid-holland,34,109279,31.0,109279.0,2020-04-08 00:00:00,27.0,109279.0,0.0,0.0,43,18,5,4,11,32292,46,45,10,1,1,5,4,5,6,73,8,38,13,13,44,89,16,11,17,54,23,46,46,29,77,96
2020-04-10,nieuwkoop,zuid-holland,28,109279,27.0,109279.0,2020-04-08 00:00:00,27.0,109279.0,0.0,0.0,43,16,5,6,11,27433,49,38,7,0,19,7,3,5,5,80,5,33,16,13,45,89,15,9,13,51,17,52,36,37,107,88
2020-04-10,noordwijk,zuid-holland,26,109279,25.0,109279.0,2020-04-08 00:00:00,24.0,109279.0,0.0,0.0,43,18,5,4,11,25760,54,41,10,1,7,4,2,6,6,79,6,35,15,14,48,89,17,10,13,50,19,54,34,27,110,167
2020-04-10,oegstgeest,zuid-holland,25,109279,23.0,109279.0,2020-04-08 00:00:00,21.0,109279.0,0.0,0.0,43,18,5,4,11,23209,59,41,9,1,19,7,6,4,5,80,5,34,15,14,48,90,14,9,10,44,16,59,35,32,80,129
2020-04-10,oudewater,utrecht,39,43217,37.0,43217.0,2020-04-08 00:00:00,36.0,43217.0,0.0,0.0,43,16,5,6,11,10049,52,39,7,0,1,3,3,4,4,80,4,30,15,18,39,91,12,9,13,50,17,50,38,40,27,50
2020-04-10,papendrecht,zuid-holland,34,109279,30.0,109279.0,2020-04-08 00:00:00,23.0,109279.0,0.0,0.0,43,18,5,4,11,32248,44,43,9,1,1,5,4,4,5,77,5,33,15,13,41,90,14,10,16,53,20,44,47,30,70,76
2020-04-10,ridderkerk,zuid-holland,63,109279,60.0,109279.0,2020-04-08 00:00:00,57.0,109279.0,0.0,0.0,43,18,5,4,11,45097,40,44,10,0,1,5,4,5,6,74,6,36,15,14,43,88,16,11,16,55,20,43,52,27,216,150
2020-04-10,rotterdam,zuid-holland,985,109279,947.0,109279.0,2020-04-08 00:00:00,863.0,109279.0,0.0,0.0,43,18,5,4,11,629606,47,52,15,1,2,7,4,6,10,68,11,37,10,16,51,85,21,15,17,51,27,44,51,21,1983,3759
2020-04-10,rijswijk,zuid-holland,41,109279,39.0,109279.0,2020-04-08 00:00:00,37.0,109279.0,0.0,0.0,43,18,5,4,11,49328,48,49,12,1,1,4,3,5,7,71,9,39,13,14,47,88,18,13,15,50,22,46,47,21,200,285
2020-04-10,schiedam,zuid-holland,65,109279,64.0,109279.0,2020-04-08 00:00:00,61.0,109279.0,0.0,0.0,43,18,5,4,11,77108,47,51,13,1,9,8,3,5,9,69,10,38,12,15,50,86,19,14,18,55,26,42,50,22,231,426
2020-04-10,sliedrecht,zuid-holland,27,109279,24.0,109279.0,2020-04-08 00:00:00,21.0,109279.0,0.0,0.0,43,20,5,4,13,24968,43,41,10,2,1,7,4,5,5,75,6,32,15,17,43,88,16,11,16,53,21,40,52,34,76,83
